Dataset,nTrees,Rep,K,BaggingAccuracy,BaggingPrecision,BaggingRecall,BaggingF1,SAAccuracy,SAPrecision,SARecall,SAF1
wine,30,2,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9714285714285714,0.9746031746031747,0.9714285714285714,0.9716477895506029
wine,30,2,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,30,3,1,1.0,1.0,1.0,1.0,0.9722222222222222,0.9745370370370369,0.9722222222222222,0.9720950928044749
wine,30,3,2,0.8888888888888888,0.9259259259259258,0.8888888888888888,0.8938271604938272,0.9166666666666666,0.9393939393939394,0.9166666666666666,0.9198672356567094
wine,30,3,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,30,3,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9542857142857143,0.9428571428571428,0.9434343434343434
wine,30,3,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,30,4,1,0.9722222222222222,0.9745370370370369,0.9722222222222222,0.9723471597534566,1.0,1.0,1.0,1.0
wine,30,4,2,0.8611111111111112,0.9145299145299144,0.8611111111111112,0.8677248677248677,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,30,4,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9444444444444444,0.9479166666666666,0.9444444444444444,0.9449223416965352
wine,30,4,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9142857142857143,0.9148629148629149,0.9142857142857143,0.9132626963829009
wine,30,4,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,40,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,40,0,2,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374
wine,40,0,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9444444444444444,0.9479166666666666,0.9444444444444444,0.9449223416965352
wine,40,0,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584
wine,40,0,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,40,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,40,1,2,0.8611111111111112,0.9145299145299144,0.8611111111111112,0.8677248677248677,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,40,1,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,1.0,1.0,1.0,1.0
wine,40,1,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9142857142857143,0.9148629148629149,0.9142857142857143,0.9132626963829009
wine,40,1,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428
wine,40,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,40,2,2,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,40,2,3,0.9444444444444444,0.9518518518518518,0.9444444444444444,0.9445767195767196,0.9444444444444444,0.9518518518518518,0.9444444444444444,0.9445767195767196
wine,40,2,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9478174603174604,0.9428571428571428,0.9415609058872816
wine,40,2,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,40,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,40,3,2,0.8888888888888888,0.9259259259259258,0.8888888888888888,0.8938271604938272,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,40,3,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,40,3,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9142857142857143,0.923116883116883,0.9142857142857143,0.9151043525856121
wine,40,3,5,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,40,4,1,1.0,1.0,1.0,1.0,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9722222222222222
wine,40,4,2,0.8611111111111112,0.9145299145299144,0.8611111111111112,0.8677248677248677,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374
wine,40,4,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9756944444444444,0.9722222222222222,0.9725925925925927
wine,40,4,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9542857142857143,0.9428571428571428,0.9434343434343434
wine,40,4,5,1.0,1.0,1.0,1.0,0.9428571428571428,0.9495798319327731,0.9428571428571428,0.9414682539682538
wine,50,0,1,1.0,1.0,1.0,1.0,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9722222222222222
wine,50,0,2,0.9166666666666666,0.9393939393939394,0.9166666666666666,0.9198672356567094,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,50,0,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,50,0,4,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584
wine,50,0,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,50,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,50,1,2,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,50,1,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,50,1,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9714285714285714,0.9746031746031747,0.9714285714285714,0.9716477895506029
wine,50,1,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,50,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
